Cycle_Type,Ambient_Temperature,Cycle_Time,Voltage_Measured,Current_Measured,Temperature_Measured,Current_Charge,Voltage_Charge,Time_Point,Capacity,Actual_SoH
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],3.873017221300996,-0.0012006606982979,24.65535783391511,0.0,0.003,0.0,0.0,0.0
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],3.479393559379272,-4.030268477538787,24.66647981177477,-4.036,1.57,2.532,0.0,0.0
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.000587822429767,1.5127306474745377,24.675394470060205,1.5,4.726,5.5,0.0,0.0
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.01239519378372,1.5090632819299827,24.693865093855624,1.5,4.742,8.343999999999998,0.0,0.0
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.019708059348954,1.5113181929087844,24.705069460327003,1.5,4.753,11.125000000000004,2.670348000000006e-09,1.335174000000003e-07
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.025409466688173,1.5127791303050795,24.718139716943565,1.498,4.758,13.891000000000002,6.813816000000004e-09,3.406908000000002e-07
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.030636266078126,1.5118383429157671,24.731144146729346,1.5,4.764,16.672,1.0985315999999999e-08,5.492657999999999e-07
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.035348958689254,1.5102454035974533,24.74128965448197,1.5,4.769,19.500000000000004,1.5227316000000003e-08,7.613658000000002e-07
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.039716366731289,1.507795762302671,24.759011413717104,1.5,4.775,22.282,1.9400316000000003e-08,9.700158000000002e-07
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.043541209582787,1.5073220259362292,24.76689109464945,1.5,4.775,25.063,2.3571816e-08,1.1785908e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.046724068525119,1.510225938880598,24.77833907611839,1.5,4.78,27.828,2.7719316e-08,1.3859658e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.050320832174241,1.5118533604283586,24.795653409093354,1.498,4.785,30.641,3.193319e-08,1.5966595e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.05347775737346,1.5101392891691985,24.79560886309641,1.5,4.785,33.453,3.615119e-08,1.8075595e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.056879474053084,1.5128177135836196,24.80759178608512,1.498,4.791,36.219,4.0294657999999995e-08,2.0147329e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.06020401031697,1.5095776610977216,24.82664625288648,1.498,4.791,39.735,4.5561625999999995e-08,2.2780812999999998e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.063091479523415,1.512772145564553,24.83742133279075,1.498,4.796,42.578,4.9820440000000007e-08,2.491022e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.066063636258206,1.509769494328851,24.84675930278492,1.498,4.796,45.438,5.4104720000000004e-08,2.705236e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.068105681238579,1.5113677696899488,24.8491666584376,1.5,4.802,48.297,5.8393219999999996e-08,2.9196609999999997e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.070910890874503,1.5133979843086345,24.852949981513827,1.5,4.802,51.188,6.272972e-08,3.136486e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.073140624023925,1.5111973524598337,24.86507398527065,1.5,4.807,54.047,6.701821999999999e-08,3.3509109999999996e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.075311977341731,1.511244172982425,24.8750624728474,1.5,4.807,56.922,7.133072e-08,3.566536e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.077986508414314,1.5081126310457775,24.886489825324,1.5,4.812,59.797,7.564321999999999e-08,3.7821609999999995e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.07976022217648,1.508852665665067,24.90653922810855,1.498,4.812,62.688,7.9973938e-08,3.9986969e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.081802115441344,1.510345306542324,24.90930297711513,1.498,4.812,65.657,8.442149999999997e-08,4.221074999999998e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.083793221991377,1.5138807180762497,24.91400306955916,1.5,4.818,68.547,8.875649999999998e-08,4.437824999999999e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.085358875710466,1.5075492173309024,24.92638503176589,1.498,4.818,71.453,9.310968800000001e-08,4.655484400000001e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.087077933894968,1.511287164355708,24.937872894809484,1.5,4.818,74.344,9.744618799999997e-08,4.8723093999999984e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.088869895523977,1.5120633075989558,24.9514677083522,1.5,4.823,77.235,1.0178268799999999e-07,5.0891343999999995e-06
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.089918408383021,1.512585708087281,24.950789441796097,1.5,4.823,80.188,1.0621218799999999e-07,5.3106094e-06
